sseqid,length,isolate
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5161,ERR375229
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10229,ERR374807
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10011,ERR374807
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9100,ERR374807
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14789,ERR375318
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8149,ERR375318
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6226,ERR375137
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5946,ERR377438
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7040,SRR14026476
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,6011,SRR14026476
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5631,SRR14026476
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR984989
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,12844,ERR984989
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,6879,ERR984989
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6116,ERR984989
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5648,ERR375051
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5870,ERR375160
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7717,SRR14026463
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,6338,SRR14026463
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5325,ERR375488
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8734,ERR375005
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8706,ERR375005
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5591,ERR375005
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10635,ERR374683
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8475,ERR374683
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8264,ERR374683
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12705,ERR985113
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR985113
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8171,ERR985113
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5474,ERR987507
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR984986
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9438,ERR984986
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8960,ERR984986
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6779,ERR984986
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,16738,ERR1156313
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15595,ERR1156313
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,15535,ERR1156313
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9664,ERR1156313
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14826,ERR375094
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8826,ERR375094
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,8067,ERR375094
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6287,ERR375094
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR375094
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,16898,ERR1156221
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10851,ERR1156221
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8600,ERR1156221
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,8052,ERR1156221
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10000,ERR374947
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7219,ERR374947
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5203,ERR374947
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,17707,ERR985098
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,17022,ERR985098
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15838,ERR985098
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,5651,ERR985098
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,11666,ERR985057
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10011,ERR985057
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8115,ERR985057
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR374992
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8264,ERR374992
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6575,ERR374992
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5972,ERR374992
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14379,ERR985123
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11676,ERR985123
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8264,ERR985123
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15066,ERR987575
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR987575
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8603,ERR987575
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5885,ERR987575
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR377450
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9662,ERR985061
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,5279,ERR375002
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12579,ERR1100581
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10750,ERR1100581
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7032,ERR1100581
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,9460,ERR375215
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8707,ERR375215
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,7467,ERR375215
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8200,ERR374772
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,16331,ERR1007500
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15998,ERR1007500
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14262,ERR1007500
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9664,ERR1007500
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374849
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9484,ERR374849
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8159,ERR374849
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5657,ERR374849
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12054,ERR375145
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR987523
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,12844,ERR987523
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,6077,ERR987523
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5885,ERR987523
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR375153
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,12665,ERR375153
ICEberg|403|CTn7|GenBank|AM180355|3938102..3963961,12332,ERR375153
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,10635,ERR375153
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9355,ERR375153
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8774,ERR375153
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6688,ERR375153
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,6488,ERR375153
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15708,ERR987562
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,14506,ERR987562
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,11735,ERR987562
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,7694,ERR987562
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9432,ERR377437
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9207,ERR377437
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,22693,ERR984993
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR984993
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,16606,ERR984993
ICEberg|82|ICESpnH034800032|GenBank|FR671414|1..20370,14023,ERR984993
ICEberg|403|CTn7|GenBank|AM180355|3938102..3963961,10879,ERR984993
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,10717,ERR984993
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9274,ERR984993
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,6580,ERR984993
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,15104,ERR375105
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9484,ERR375105
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR375105
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5657,ERR375105
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5796,ERR374979
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5540,SRR14022743
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8302,ERR374759
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5495,ERR374759
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR987595
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15978,ERR987595
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,14189,ERR987595
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,12304,ERR987595
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374930
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR374930
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8609,ERR374930
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR374930
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,23642,ERR985066
ICEberg|47|Tn5251(partofTn5253)|GenBank|FJ711160|1..18033,18036,ERR985066
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,17071,ERR985066
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15301,ERR985066
ICEberg|82|ICESpnH034800032|GenBank|FR671414|1..20370,15230,ERR985066
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,12150,ERR985066
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5463,ERR985066
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR987578
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,13064,ERR987578
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8603,ERR987578
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7197,ERR987578
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5870,ERR375066
ICEberg|47|Tn5251(partofTn5253)|GenBank|FJ711160|1..18033,18036,ERR987499
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15982,ERR987499
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,14812,ERR987499
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14528,ERR987499
ICEberg|87|ICESpn9409|GenBank|FR671418|1..22765,14023,ERR987499
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,10636,ERR987499
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR388692
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR388692
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6688,ERR388692
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR388692
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14993,ERR985089
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6428,ERR985089
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15066,ERR1036038
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR1036038
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8603,ERR1036038
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6143,ERR1036038
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10318,ERR375018
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7523,ERR375018
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,6602,ERR375018
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5870,ERR374909
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,6084,ERR987514
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5138,ERR987514
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7438,ERR375087
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15958,SRR14024961
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,12245,SRR14024961
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,11735,SRR14024961
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8493,SRR14024961
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,11211,ERR1036057
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8715,ERR1036057
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6670,ERR1036057
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,11446,ERR375530
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9670,ERR375530
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,ERR375530
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14574,ERR374725
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10229,ERR374725
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8277,ERR374725
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6962,ERR388691
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5724,SRR14026534
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5808,SRR14010952
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9368,SRR14010996
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8108,SRR14010996
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,18709,ERR985035
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,13712,ERR985035
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10230,ERR985035
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9366,ERR985035
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,6306,ERR985035
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,6152,ERR985035
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,SRR14024958
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15979,SRR14024958
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,14189,SRR14024958
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,13759,SRR14024958
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,5170,SRR14024958
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11498,ERR375529
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8932,ERR375529
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,14195,SRR14026467
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14136,SRR14026467
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,13749,SRR14026467
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14578,ERR375494
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8264,ERR375494
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6867,ERR375494
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR985094
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8705,ERR374978
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8111,ERR374978
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5041,ERR374978
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,14149,ERR1100624
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10008,ERR1100624
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8133,ERR1100624
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,6151,ERR1100624
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7546,SRR14026495
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10436,ERR987526
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10071,ERR987526
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8264,ERR987526
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,6203,ERR987526
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5648,ERR375097
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10080,ERR375226
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10027,ERR375226
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR375226
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR1036034
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8052,ERR388694
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374662
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9484,ERR374662
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR374662
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8302,ERR375585
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5106,ERR375585
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8200,ERR375121
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8969,ERR370029
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,6161,ERR370029
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5580,ERR370029
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR985107
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,13064,ERR985107
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7428,ERR985107
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10631,ERR375001
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10229,ERR375001
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9331,ERR375001
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR375364
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,16905,ERR1156311
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,11680,ERR1156311
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7885,ERR1156311
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,7361,ERR1156311
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,5854,ERR1156311
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9728,ERR1156296
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9072,ERR1156296
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6879,ERR1156296
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14826,ERR374843
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8826,ERR374843
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,8067,ERR374843
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6287,ERR374843
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR374843
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,10646,ERR987651
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,9749,ERR987651
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5369,ERR987651
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR375062
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR375062
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8609,ERR375062
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5657,ERR375062
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5382,SRR14011026
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12054,ERR375238
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7652,ERR375238
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14578,ERR985068
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11274,ERR985068
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR985068
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR1156266
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15978,ERR1156266
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,14779,ERR1156266
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,14189,ERR1156266
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,10542,SRR14024972
ICEberg|47|Tn5251(partofTn5253)|GenBank|FJ711160|1..18033,9853,SRR14024972
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8548,SRR14024972
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5949,SRR14026554
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10381,ERR985069
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7958,ERR985069
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,7772,ERR985069
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15429,ERR1156237
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14146,ERR1156237
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11793,ERR1156237
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,ERR1156237
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6275,ERR377430
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5924,ERR377430
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5870,ERR374995
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8302,ERR375029
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,16214,SRR14024998
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,12408,SRR14024998
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12353,SRR14024998
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10244,SRR14024998
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9127,SRR14024998
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,25199,ERR987606
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,12836,ERR987606
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5645,ERR987606
ICEberg|403|CTn7|GenBank|AM180355|3938102..3963961,5263,ERR987606
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5051,ERR987606
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,16903,ERR375279
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,11685,ERR375279
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9100,ERR375279
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,8067,ERR375279
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7546,ERR1156233
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6816,ERR375445
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR388701
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8765,ERR388701
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR388701
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR388701
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12904,ERR987515
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR987515
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7559,ERR987515
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6779,ERR987515
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR987553
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR1156272
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,17247,ERR1156272
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15978,ERR1156272
ICEberg|82|ICESpnH034800032|GenBank|FR671414|1..20370,14020,ERR1156272
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9271,ERR1156272
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374883
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR374883
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8267,ERR374883
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR374883
ICEberg|47|Tn5251(partofTn5253)|GenBank|FJ711160|1..18033,18036,ERR987652
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15982,ERR987652
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,14812,ERR987652
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14528,ERR987652
ICEberg|87|ICESpn9409|GenBank|FR671418|1..22765,14023,ERR987652
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,10225,ERR987652
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374811
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9484,ERR374811
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR374811
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8084,ERR374728
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5064,ERR374728
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5209,ERR1156293
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8200,ERR369945
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,16184,SRR14024960
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,15579,SRR14024960
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11806,SRR14024960
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,SRR14024960
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7546,ERR1156247
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,16724,SRR14010947
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,14726,SRR14010947
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,13838,SRR14010947
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,7742,SRR14010947
